# multipoles
# s[mm] polynom_b[n=0][T/m^n] polynom_b[n=2][T/m^n] polynom_b[n=4][T/m^n] polynom_b[n=6][T/m^n] polynom_b[n=8][T/m^n] polynom_b[n=10][T/m^n] polynom_b[n=12][T/m^n] polynom_b[n=14][T/m^n] 
+1.1600000000000001e+01 +8.3315242739987939e-05 -7.6497244911253816e+01 +9.7418852924224393e+02 -1.0128849497420650e+07 +6.3301626381941483e+10 -4.4150948741909650e+14 +1.0842906487610318e+18 -2.0931696012622096e+20 
+1.1700000000000001e+01 +8.3315159586446377e-05 -7.6497425152593621e+01 +9.9164788081110873e+02 -1.0588916169862853e+07 +6.8519979485120865e+10 -4.7016938760240294e+14 +1.1592426751964390e+18 -2.8408385424937907e+20 
+1.1800000000000001e+01 +8.3315076221155104e-05 -7.6497605328969300e+01 +1.0091039772253233e+03 -1.1048921691053890e+07 +7.3737785969598068e+10 -4.9882678236806075e+14 +1.2341890147001121e+18 -3.5884568420808452e+20 
+1.1900000000000000e+01 +8.3314993069124040e-05 -7.6497785570634747e+01 +1.0265633399539252e+03 -1.1508988495211717e+07 +7.8956139673281479e+10 -5.2748668307776338e+14 +1.3091410380258670e+18 -4.3361257226538680e+20 
+1.2000000000000000e+01 +8.3314909767779648e-05 -7.6497965766264798e+01 +1.0440203854637130e+03 -1.1969011606526088e+07 +8.4174101651148102e+10 -5.5614478398763319e+14 +1.3840889679952573e+18 -5.0837580924595529e+20 
+1.2100000000000001e+01 +8.3311557034524886e-05 -7.6496498875750945e+01 +9.5944036644602727e+02 -1.0170825143336307e+07 +6.6225469175368614e+10 -4.6514901588322056e+14 +1.1572659982834657e+18 -2.8771431241385588e+20 
+1.2200000000000001e+01 +8.3308204170832553e-05 -7.6495031943187399e+01 +8.7485816364547759e+02 -8.3725965438997094e+06 +4.8276452203952255e+10 -3.7415145642466544e+14 +9.3043890833677709e+17 -6.7049106354213913e+19 
+1.2300000000000001e+01 +8.3304851310839003e-05 -7.6493565013352793e+01 +7.9027615411277907e+02 -6.5743723645397583e+06 +3.0327480190407032e+10 -2.8315412287015662e+14 +7.0361236775117389e+17 +1.5361558355216302e+20 
+1.2400000000000000e+01 +8.3301498475458333e-05 -7.6492098090981827e+01 +7.0569451505497159e+02 -4.7761550958072701e+06 +1.2378569614575850e+10 -1.9215706970877950e+14 +4.7678646141498797e+17 +3.7427971027465431e+20 
+1.2500000000000000e+01 +8.3298145676439405e-05 -7.6490631179390022e+01 +6.2111340896236527e+02 -2.9779477862361181e+06 -5.5702520975115891e+09 -1.0116042380425728e+14 +2.4996148013076954e+17 +5.9494301236173708e+20 
+1.2600000000000001e+01 +8.3294792958728728e-05 -7.6489164293351507e+01 +5.3653360133851379e+02 -1.1797650888577718e+06 -2.3518852464546886e+10 -1.0164796831428248e+13 +2.3138819070718224e+16 +8.1560424329152509e+20 
+1.2700000000000001e+01 +8.3291440081223862e-05 -7.6487697356600705e+01 +4.5195119140392103e+02 +6.1846735655846167e+05 -4.1467903463959030e+10 +8.0832917213991188e+13 -2.0368861907358112e+17 +1.0362697573498783e+21 
+1.2800000000000001e+01 +8.3288087261331766e-05 -7.6486230439056385e+01 +3.6736980014198730e+02 +2.4166798526187963e+06 -5.9416770380303848e+10 +1.7182976608914350e+14 -4.3051405320166304e+17 +1.2569334568152874e+21 
+1.2900000000000000e+01 +8.3284734448272420e-05 -7.6484763522578916e+01 +2.8278842104554923e+02 +4.2148927541865520e+06 -7.7365645615835083e+10 +2.6282667112573719e+14 -6.5733964946411264e+17 +1.4775973270381760e+21 
+1.3000000000000000e+01 +8.3281381596627944e-05 -7.6483296594421290e+01 +1.9820646578807271e+02 +6.0131163238925170e+06 -9.5314615008101242e+10 +3.5382400301057531e+14 -8.8416620545153126e+17 +1.6982620448835801e+21 
+1.3100000000000001e+01 +8.3282173769010215e-05 -7.6483644901213694e+01 +2.1948484732759204e+02 +5.5734586525455629e+06 -9.1133418933336090e+10 +3.3355703324228519e+14 -8.3499591624319642e+17 +1.6504860346774499e+21 
+1.3200000000000001e+01 +8.3282965809811582e-05 -7.6483993167130066e+01 +2.4076116267115296e+02 +5.1338400485193478e+06 -8.6952573809281815e+10 +3.1329167835829462e+14 -7.8582930418768192e+17 +1.6027133074653271e+21 
+1.3300000000000001e+01 +8.3283757849680941e-05 -7.6484341433811949e+01 +2.6203754627867403e+02 +4.6942198019010099e+06 -8.2771711774345428e+10 +2.9302623851163925e+14 -7.3666248644603290e+17 +1.5549403881579136e+21 
+1.3400000000000000e+01 +8.3284549957735531e-05 -7.6484689719257148e+01 +2.8331480019751530e+02 +4.2545841358433533e+06 -7.8590718137069550e+10 +2.7276021768011941e+14 -6.8749439028365542e+17 +1.5071663597747689e+21 
+1.3500000000000000e+01 +8.3285342072019053e-05 -7.6485038008152813e+01 +3.0459227973938090e+02 +3.8149435036513042e+06 -7.4409675115252060e+10 +2.5249395237064497e+14 -6.3832570584252045e+17 +1.4593917830154795e+21 
+1.3600000000000001e+01 +8.3286134074375532e-05 -7.6485386261403747e+01 +3.2586792815274885e+02 +3.3753378913998804e+06 -7.0228949369320908e+10 +2.3222915661564531e+14 -5.8916038517127411e+17 +1.4116202222559069e+21 
+1.3700000000000001e+01 +8.3286926285083875e-05 -7.6485734579678748e+01 +3.4714687571608522e+02 +2.9356697211837959e+06 -6.6047660414430908e+10 +2.1196176479504381e+14 -5.3998914495358650e+17 +1.3638433704829353e+21 
+1.3800000000000001e+01 +8.3287718406865305e-05 -7.6486082870223967e+01 +3.6842441576224741e+02 +2.4960282573484713e+06 -6.1866612050588615e+10 +1.9169548259257541e+14 -4.9082043613670400e+17 +1.3160687822868371e+21 
+1.3900000000000000e+01 +8.3288510462213507e-05 -7.6486431140077357e+01 +3.8970090967764025e+02 +2.0564065662983134e+06 -5.7685741221211899e+10 +1.7143001689446872e+14 -4.4165358565959712e+17 +1.2682958525328547e+21 
+1.4000000000000000e+01 +8.3289302531198953e-05 -7.6486779415070032e+01 +4.1097768847596166e+02 +1.6167791845698263e+06 -5.3504817364735191e+10 +1.5116430072498325e+14 -3.9248615354930720e+17 +1.2205223955204549e+21 
+1.4100000000000001e+01 +8.3291887239069688e-05 -7.6487562944381793e+01 +4.5514511657778377e+02 +7.0668330462778383e+05 -4.4642136987638359e+10 +1.0720773523289284e+14 -2.8528579019333280e+17 +1.1187089102807368e+21 
+1.4200000000000001e+01 +8.3294471881521995e-05 -7.6488346454641515e+01 +4.9931162662612718e+02 -2.0339585271603306e+05 -3.5779602391572716e+10 +6.3251824200575344e+13 -1.7808688666551981e+17 +1.0168967058410443e+21 
+1.4300000000000001e+01 +8.3297056470587184e-05 -7.6489129948740128e+01 +5.4347733009136709e+02 -1.1134598614196342e+06 -2.6917203373848373e+10 +1.9296535709486934e+13 -7.0889398984310216e+16 +9.1508576463941625e+20 
+1.4400000000000000e+01 +8.3299641223030460e-05 -7.6489913492552390e+01 +5.8764551088770793e+02 -2.0235702206810904e+06 -1.8054391349337135e+10 -2.4660640939726723e+13 +3.6312365430706304e+16 +8.1327102187273178e+20 
+1.4500000000000000e+01 +8.3302226000499520e-05 -7.6490697043195524e+01 +6.3181401289517351e+02 -2.9336863907242334e+06 -9.1915286028341980e+09 -6.8618046474736414e+13 +1.4351464392124435e+17 +7.1145582467364644e+20 
+1.4600000000000001e+01 +8.3304810578635816e-05 -7.6491480533350256e+01 +6.7597949809004979e+02 -3.8437460130401002e+06 -3.2917075939972937e+08 -1.1257313910030105e+14 +2.5071167384916438e+17 +6.0964530079625930e+20 
+1.4700000000000001e+01 +8.3307395251896812e-05 -7.6492264052653894e+01 +7.2014644574046201e+02 -4.7538331637634588e+06 +8.5334336730904341e+09 -1.5652936423643103e+14 +3.5791127916201197e+17 +5.0783247973110560e+20 
+1.4800000000000001e+01 +8.3309979820958511e-05 -7.6493047541643193e+01 +7.6431192655203120e+02 -5.6638934390956666e+06 +1.7395802360854439e+10 -2.0048452465174791e+14 +4.6510849612893491e+17 +4.0602176496904975e+20 
+1.4900000000000000e+01 +8.3312564640455354e-05 -7.6493831104787859e+01 +8.0848104091399171e+02 -6.5740209040988758e+06 +2.6258764543062263e+10 -2.4444238010390441e+14 +5.7231178464215853e+17 +3.0420567689835427e+20 
+1.5000000000000000e+01 +8.3315149259758535e-05 -7.6494614607700413e+01 +8.5264717233870567e+02 -7.4840927893187581e+06 +3.5121232982460297e+10 -2.8839798358826381e+14 +6.7950998196553165e+17 +2.0239410737904881e+20 
+1.5100000000000001e+01 +8.3313424747684460e-05 -7.6494281362382708e+01 +8.3367873378030038e+02 -7.0942933215886941e+06 +3.1512210381142559e+10 -2.7172250351787312e+14 +6.4161825238023501e+17 +2.3639985222894807e+20 
+1.5200000000000001e+01 +8.3311700342537519e-05 -7.6493948149235607e+01 +8.1471189206366682e+02 -6.7045237019403158e+06 +2.7903453834072727e+10 -2.5504824091472034e+14 +6.0372928364908582e+17 +2.7040313988581304e+20 
+1.5300000000000001e+01 +8.3309975808623207e-05 -7.6493614896159627e+01 +7.9574303572538497e+02 -6.3147160448648855e+06 +2.4294355970505905e+10 -2.3837240914999091e+14 +5.6583674442926093e+17 +3.0440961343932989e+20 
+1.5400000000000000e+01 +8.3308251204550606e-05 -7.6493281622449757e+01 +7.7677317266348905e+02 -5.9248898269409919e+06 +2.0685094508974789e+10 -2.2169583570163738e+14 +5.2794253642220006e+17 +3.3841756236444664e+20 
+1.5500000000000000e+01 +8.3306526781282676e-05 -7.6492948403174694e+01 +7.5780600115910659e+02 -5.5351136682747751e+06 +1.7076277008093071e+10 -2.0502128424253494e+14 +4.9005289403985050e+17 +3.7242146345494951e+20 
+1.5600000000000001e+01 +8.3304802231927509e-05 -7.6492615146681487e+01 +7.3883701712254901e+02 -5.1453042022178192e+06 +1.3467166980742706e+10 -1.8834541117011025e+14 +4.5216028751591341e+17 +4.0642797755136062e+20 
+1.5700000000000001e+01 +8.3303077718457861e-05 -7.6492281900061855e+01 +7.1986848785480163e+02 -4.7555027149562584e+06 +9.8581243249553261e+09 -1.7166983232859475e+14 +4.1426832169319386e+17 +4.4043394130299702e+20 
+1.5800000000000001e+01 +8.3301353115990205e-05 -7.6491948626481559e+01 +7.0089861930864868e+02 -4.3656762359155286e+06 +6.2488594888675470e+09 -1.5499323977408450e+14 +3.7637406383694189e+17 +4.7444193924937037e+20 
+1.5900000000000000e+01 +8.3299628713070527e-05 -7.6491615413514978e+01 +6.8193176800886238e+02 -3.9759061630162662e+06 +2.6400969250052967e+09 -1.3831894219004858e+14 +3.3848500166922157e+17 +5.0844532068617991e+20 
+1.6000000000000000e+01 +8.3297904062826268e-05 -7.6491282126457051e+01 +6.6296126152876366e+02 -3.5860681834317246e+06 -9.6926755768598020e+08 -1.2164190390246398e+14 +3.0058975164454957e+17 +5.4245418813553397e+20 
+1.6100000000000001e+01 +8.3295113574759536e-05 -7.6490371417680706e+01 +6.1025045977138814e+02 -2.4282280151510770e+06 -1.2942624542860722e+10 -5.8895013950324859e+13 +1.3973571082617234e+17 +7.0240806888362030e+20 
+1.6199999999999999e+01 +8.3292322944585219e-05 -7.6489460665248771e+01 +5.5753746894158962e+02 -1.2703467116411491e+06 -2.4916349228300812e+10 +3.8535610958705815e+12 -2.1122154022989396e+16 +8.6236535397603764e+20 
+1.6300000000000001e+01 +8.3289532406649998e-05 -7.6488549941198187e+01 +5.0482590154682305e+02 -1.1249214721859593e+05 -3.6889835019740715e+10 +6.6601041941260453e+13 -1.8197753709695437e+17 +1.0223204307670632e+21 
+1.6400000000000002e+01 +8.3286741829494671e-05 -7.6487639206529764e+01 +4.5211385103981650e+02 +1.0453708111076035e+06 -4.8863391126017006e+10 +1.2934882784444084e+14 -3.4283358074021786e+17 +1.1822760722569696e+21 
+1.6500000000000000e+01 +8.3283951250884373e-05 -7.6486728468736857e+01 +3.9940155175793313e+02 +2.2032397138151038e+06 -6.0837009069962311e+10 +1.9209692870034528e+14 -5.0369039718210221e+17 +1.3422324444343587e+21 
+1.6600000000000001e+01 +8.3281160659592215e-05 -7.6485817729413412e+01 +3.4668925775064832e+02 +3.3611073865137720e+06 -7.2810608280865067e+10 +2.5484491569701884e+14 -6.6454690381643085e+17 +1.5021885030598131e+21 
+1.6699999999999999e+01 +8.3278370153943058e-05 -7.6484907015131739e+01 +2.9397817640282102e+02 +4.5189528590275869e+06 -8.4784013034102478e+10 +3.1759202586708156e+14 -8.2540144680891238e+17 +1.6621428326635025e+21 
+1.6800000000000001e+01 +8.3275579569945250e-05 -7.6483996277629089e+01 +2.4126595985461438e+02 +5.6768192623334061e+06 -9.6757602155548645e+10 +3.8033997114693575e+14 -9.8625786704760845e+17 +1.8220988204403581e+21 
+1.6900000000000002e+01 +8.3272788990951252e-05 -7.6483085540357578e+01 +1.8855370994086016e+02 +6.8346869082182366e+06 -1.0873120656400832e+11 +4.4308800149439869e+14 -1.1471145076811685e+18 +1.9820550243549724e+21 
+1.7000000000000000e+01 +8.3269998453387072e-05 -7.6482174817670113e+01 +1.3584225632794249e+02 +7.9925386857965188e+06 -1.2070466289528209e+11 +5.0583533057193381e+14 -1.3079695151733924e+18 +2.1420097436752829e+21 
+1.7100000000000001e+01 +8.3274113055340577e-05 -7.6483379044390247e+01 +2.0816444414737180e+02 +6.4013435902792662e+06 -1.0427291962557004e+11 +4.1986787549991500e+14 -1.0876367735725033e+18 +1.9225545856294527e+21 
+1.7199999999999999e+01 +8.3278227657685575e-05 -7.6484583271377900e+01 +2.8048665206440211e+02 +4.8101480063808020e+06 -8.7841171128484222e+10 +3.3390039304426925e+14 -8.6730396307007578e+17 +1.7030993609977663e+21 
+1.7300000000000001e+01 +8.3282342344617884e-05 -7.6485787523206739e+01 +3.5281007006540159e+02 +3.2189301397643648e+06 -7.1409226408636551e+10 +2.4793202160699325e+14 -6.4696915339306112e+17 +1.4836423695984076e+21 
+1.7400000000000002e+01 +8.3286457092796517e-05 -7.6486991794308352e+01 +4.2513447419886501e+02 +1.6276934383940028e+06 -5.4977111106306168e+10 +1.6196286003646891e+14 -4.2663253478852666e+17 +1.2641837559138870e+21 
+1.7500000000000000e+01 +8.3290571762047061e-05 -7.6488196041881224e+01 +4.9745772012389915e+02 +3.6478235458680821e+04 -3.8545186311722000e+10 +7.5994565912255078e+13 -2.0629787496808704e+17 +1.0447268792153425e+21 
+1.7600000000000001e+01 +8.3294686394250241e-05 -7.6489400276987709e+01 +5.6978029810030114e+02 -1.5547237796891809e+06 -2.2113383979281689e+10 -9.9731497986888184e+12 +1.4035439777989110e+16 +8.2527122433038877e+20 
+1.7699999999999999e+01 +8.3298801125199966e-05 -7.6490604542324277e+01 +6.4210439434200748e+02 -3.1459544181089774e+06 -5.6813248420241413e+09 -9.5942046682382312e+13 +2.3437144412634723e+17 +6.0581316757162046e+20 
+1.7800000000000001e+01 +8.3302915714187240e-05 -7.6491808765376376e+01 +7.1442641350156225e+02 -4.7371465918399887e+06 +1.0750394180911314e+10 -1.8190939788281662e+14 +4.5470396398827277e+17 +3.8635819627245745e+20 
+1.7900000000000002e+01 +8.3307030335162558e-05 -7.6493012997997539e+01 +7.8674889962290092e+02 -6.3283473360237572e+06 +2.7182188307466480e+10 -2.6787708756180862e+14 +6.7503724116936806e+17 +1.6690255887035305e+20 
+1.8000000000000000e+01 +8.3311145074253923e-05 -7.6494217265960287e+01 +8.5907313272219687e+02 -7.9195806190816872e+06 +4.3614271576553040e+10 -3.5384609677313381e+14 +8.9537350352751782e+17 -5.2555729797693006e+19 
+1.8100000000000001e+01 +8.3310392657739833e-05 -7.6494072940947405e+01 +8.5229831301823037e+02 -7.7552542992016701e+06 +4.1656958874251228e+10 -3.4205847393307444e+14 +8.6113767843128422e+17 -1.4641070962880942e+19 
+1.8199999999999999e+01 +8.3309640325944542e-05 -7.6493928640196955e+01 +8.4552465658440610e+02 -7.5909491645500958e+06 +3.9699831215874039e+10 -3.3027168420681512e+14 +8.2690371765651456e+17 +2.3271946822326268e+19 
+1.8300000000000001e+01 +8.3308887941170172e-05 -7.6493784325154451e+01 +8.3875034449634791e+02 -7.4266324902267763e+06 +3.7742605469162544e+10 -3.1848446253406394e+14 +7.9266880783400691e+17 +6.1185787251335250e+19 
+1.8400000000000002e+01 +8.3308135617640188e-05 -7.6493640028404641e+01 +8.3197693243509468e+02 -7.2623325016492046e+06 +3.5785527386406662e+10 -3.0669791239562931e+14 +7.5843541275629939e+17 +9.9098285717069627e+19 
+1.8500000000000000e+01 +8.3307383260400325e-05 -7.6493495720803267e+01 +8.2520296199929692e+02 -7.0980218362458358e+06 +3.3828352627909061e+10 -2.9491091474009531e+14 +7.2420099385962291e+17 +1.3701170174844135e+20 
+1.8600000000000001e+01 +8.3306630897024041e-05 -7.6493351411718734e+01 +8.1842893120377914e+02 -6.9337102412935486e+06 +3.1871171045350353e+10 -2.8312389146636162e+14 +6.8996652766030144e+17 +1.7492515165168996e+20 
+1.8699999999999999e+01 +8.3305878534746311e-05 -7.6493207102285425e+01 +8.1165485614373767e+02 -6.7693974152995087e+06 +2.9913975569047623e+10 -2.7133679361022025e+14 +6.5573187151091162e+17 +2.1283878625339127e+20 
+1.8800000000000001e+01 +8.3305126223698543e-05 -7.6493062808530524e+01 +8.0488157082743942e+02 -6.6050995253066607e+06 +2.7956914476065994e+10 -2.5955031534171300e+14 +6.2149862907897357e+17 +2.5075115619334223e+20 
+1.8900000000000002e+01 +8.3304373746161150e-05 -7.6492918465174810e+01 +7.9810584267799265e+02 -6.4407562686727988e+06 +2.5999451191895584e+10 -2.4776200508309072e+14 +5.8726124851703654e+17 +2.8866719669132876e+20 
+1.9000000000000000e+01 +8.3303621457572996e-05 -7.6492774178661818e+01 +7.9133293306543339e+02 -6.2764656236542109e+06 +2.4042456198385876e+10 -2.3597583479553803e+14 +5.5302871461932090e+17 +3.2657892858924427e+20 
+1.9100000000000001e+01 +8.3301884229551715e-05 -7.6492042817120037e+01 +7.5076204645124426e+02 -5.3951070956904087e+06 +1.4990978243036461e+10 -1.8877543311168484e+14 +4.3217482218948141e+17 +4.4710907203392491e+20 
+1.9200000000000003e+01 +8.3300146838851590e-05 -7.6491311405663581e+01 +7.1018865382047829e+02 -4.5137013908763705e+06 +5.9390777938555632e+09 -1.4157309184213659e+14 +3.1131652124982342e+17 +5.6764314568863567e+20 
+1.9300000000000001e+01 +8.3298409680043959e-05 -7.6490580065315285e+01 +6.6961882928816021e+02 -3.6323628306307024e+06 -3.1122215091274681e+09 -9.4373509746764062e+13 +1.9046449069818026e+17 +6.8817162993150014e+20 
+1.9400000000000002e+01 +8.3296672314326779e-05 -7.6489848661308912e+01 +6.2904580475666251e+02 -2.7509639853621852e+06 -1.2164060960743837e+10 -4.7171447035866438e+13 +6.9606820311444376e+16 +8.0870514329433093e+20 
+1.9500000000000000e+01 +8.3294935172654558e-05 -7.6489117325283843e+01 +5.8847616475058442e+02 -1.8696284508352506e+06 -2.1215336222190487e+10 +2.8035699534667084e+10 -5.1245004521023608e+16 +9.2923345883465174e+20 
+1.9600000000000001e+01 +8.3293197755134754e-05 -7.6488385905595081e+01 +5.4790235986422294e+02 -9.8821500427306036e+05 -3.0267305870200298e+10 +4.7230694202466281e+13 -1.7210402578123901e+17 +1.0497681742021478e+21 
+1.9700000000000003e+01 +8.3291460603833787e-05 -7.6487654567455237e+01 +5.0733264361265583e+02 -1.0687845365869784e+05 -3.9318587334529449e+10 +9.4430194867024922e+13 -2.9295587193214426e+17 +1.1702964944536186e+21 
+1.9800000000000001e+01 +8.3289723376105647e-05 -7.6486923205680654e+01 +4.6676173400854969e+02 +7.7448065993275435e+05 -4.8370071556823929e+10 +1.4163062894258544e+14 -4.1380984450544333e+17 +1.2908267140499167e+21 
+1.9900000000000002e+01 +8.3287985935842832e-05 -7.6486191778983496e+01 +4.2618757432061079e+02 +1.6559008438282569e+06 -5.7422102018985771e+10 +1.8883356856717688e+14 -5.3466950856548019e+17 +1.4113620054489977e+21 
+2.0000000000000000e+01 +8.3286248665861938e-05 -7.6485460404303097e+01 +3.8561602178741890e+02 +2.5372719701712457e+06 -6.6473693113313522e+10 +2.3603449049960188e+14 -6.5552458464732698e+17 +1.5318932047683555e+21 
+2.0100000000000001e+01 +8.3287486168153604e-05 -7.6485989919233987e+01 +4.1312988117578345e+02 +1.9662155607888878e+06 -6.0682781208879173e+10 +2.0579094778811947e+14 -5.7742573002088909e+17 +1.4531464566198643e+21 
+2.0200000000000003e+01 +8.3288723436451172e-05 -7.6486519364249276e+01 +4.4064029394574794e+02 +1.3952231811380906e+06 -5.4892437004894112e+10 +1.7554999094946469e+14 -4.9933271611214848e+17 +1.3744048888832252e+21 
+2.0300000000000001e+01 +8.3289960744067183e-05 -7.6487048821375424e+01 +4.6815131259479790e+02 +8.2421945582245640e+05 -4.9101991748021606e+10 +1.4530857257114747e+14 -4.2123865803804454e+17 +1.2956623941413477e+21 
+2.0400000000000002e+01 +8.3291198143165571e-05 -7.6487578304518337e+01 +4.9566357395890117e+02 +2.5319314940288797e+05 -4.3311349544035248e+10 +1.1506626838964370e+14 -3.4314261920632486e+17 +1.2169181568414762e+21 
+2.0500000000000000e+01 +8.3292435602263734e-05 -7.6488107807796041e+01 +5.2317689954390505e+02 -3.1785388319093705e+05 -3.7520517175211861e+10 +8.4823075174009500e+13 -2.6504453085039146e+17 +1.1381720715496611e+21 
+2.0600000000000001e+01 +8.3293672787653920e-05 -7.6488637226132184e+01 +5.5068593592118850e+02 -8.8881989099961065e+05 -3.1730412077402813e+10 +5.4583226073631703e+13 -1.8695405241085030e+17 +1.0594327767334571e+21 
+2.0700000000000003e+01 +8.3294910177638749e-05 -7.6489166708363456e+01 +5.7819821158358059e+02 -1.4598472532533645e+06 -2.5939755225008282e+10 +2.4340836344956504e+13 -1.0885778623523710e+17 +9.8068831300491687e+20 
